nom,date,annee,mois,temp_moy_c,source,lat,lon,altitude,tas_chelsa_C,pr_chelsa_mm,alt_mnt,delta_alt,mois_sin,mois_cos
BELCAIRE,2000-01-15,2000,1,1.3935483870967742,METEOFRANCE,42.8,1.968,980,-0.25,17.0,1214,-234,0.49999999999999994,0.8660254037844387
BELCAIRE,2000-02-15,2000,2,5.796551724137931,METEOFRANCE,42.8,1.968,980,4.15,122.0,1214,-234,0.8660254037844386,0.5000000000000001
BELCAIRE,2000-03-15,2000,3,5.664516129032258,METEOFRANCE,42.8,1.968,980,4.35,68.0,1214,-234,1.0,6.123233995736766e-17
BELCAIRE,2000-04-15,2000,4,7.29,METEOFRANCE,42.8,1.968,980,6.55,103.0,1214,-234,0.8660254037844387,-0.4999999999999998
BELCAIRE,2000-05-15,2000,5,12.396774193548389,METEOFRANCE,42.8,1.968,980,11.55,80.0,1214,-234,0.49999999999999994,-0.8660254037844387
BELCAIRE,2000-06-15,2000,6,15.093333333333334,METEOFRANCE,42.8,1.968,980,14.45,216.0,1214,-234,1.2246467991473532e-16,-1.0
BELCAIRE,2000-07-15,2000,7,15.803225806451612,METEOFRANCE,42.8,1.968,980,14.85,76.0,1214,-234,-0.4999999999999997,-0.8660254037844388
BELCAIRE,2000-08-15,2000,8,17.35483870967742,METEOFRANCE,42.8,1.968,980,16.25,72.0,1214,-234,-0.8660254037844384,-0.5000000000000004
BELCAIRE,2000-09-15,2000,9,14.51,METEOFRANCE,42.8,1.968,980,13.35,40.0,1214,-234,-1.0,-1.8369701987210297e-16
BELCAIRE,2000-10-15,2000,10,9.341935483870968,METEOFRANCE,42.8,1.968,980,8.35,111.0,1214,-234,-0.8660254037844386,0.5000000000000001
BELCAIRE,2000-11-15,2000,11,5.613333333333333,METEOFRANCE,42.8,1.968,980,4.15,81.0,1214,-234,-0.5000000000000004,0.8660254037844384
BELCAIRE,2000-12-15,2000,12,5.529032258064516,METEOFRANCE,42.8,1.968,980,3.65,58.0,1214,-234,-2.4492935982947064e-16,1.0
BELCAIRE,2001-01-15,2001,1,3.55483870967742,METEOFRANCE,42.8,1.968,980,1.75,160.0,1214,-234,0.49999999999999994,0.8660254037844387
BELCAIRE,2001-02-15,2001,2,3.4035714285714285,METEOFRANCE,42.8,1.968,980,0.95,42.0,1214,-234,0.8660254037844386,0.5000000000000001
BELCAIRE,2001-03-15,2001,3,8.46774193548387,METEOFRANCE,42.8,1.968,980,7.15,105.0,1214,-234,1.0,6.123233995736766e-17
BELCAIRE,2001-04-15,2001,4,6.4,METEOFRANCE,42.8,1.968,980,5.55,131.0,1214,-234,0.8660254037844387,-0.4999999999999998
BELCAIRE,2001-05-15,2001,5,11.303225806451612,METEOFRANCE,42.8,1.968,980,10.15,64.0,1214,-234,0.49999999999999994,-0.8660254037844387
BELCAIRE,2001-06-15,2001,6,15.44,METEOFRANCE,42.8,1.968,980,14.25,60.0,1214,-234,1.2246467991473532e-16,-1.0
BELCAIRE,2001-07-15,2001,7,16.432258064516127,METEOFRANCE,42.8,1.968,980,15.45,87.0,1214,-234,-0.4999999999999997,-0.8660254037844388
BELCAIRE,2001-08-15,2001,8,18.15806451612903,METEOFRANCE,42.8,1.968,980,16.45,27.0,1214,-234,-0.8660254037844384,-0.5000000000000004
BELCAIRE,2001-09-15,2001,9,12.046666666666663,METEOFRANCE,42.8,1.968,980,10.95,45.0,1214,-234,-1.0,-1.8369701987210297e-16
BELCAIRE,2001-10-15,2001,10,13.325806451612904,METEOFRANCE,42.8,1.968,980,11.75,28.0,1214,-234,-0.8660254037844386,0.5000000000000001
BELCAIRE,2001-11-15,2001,11,3.2333333333333334,METEOFRANCE,42.8,1.968,980,1.45,152.0,1214,-234,-0.5000000000000004,0.8660254037844384
BELCAIRE,2001-12-15,2001,12,0.5,METEOFRANCE,42.8,1.968,980,-2.25,16.0,1214,-234,-2.4492935982947064e-16,1.0
BELCAIRE,2002-01-15,2002,1,3.658064516129032,METEOFRANCE,42.8,1.968,980,1.85,58.0,1214,-234,0.49999999999999994,0.8660254037844387
BELCAIRE,2002-02-15,2002,2,4.557142857142857,METEOFRANCE,42.8,1.968,980,2.75,87.0,1214,-234,0.8660254037844386,0.5000000000000001
BELCAIRE,2002-03-15,2002,3,6.651612903225806,METEOFRANCE,42.8,1.968,980,5.35,68.0,1214,-234,1.0,6.123233995736766e-17
BELCAIRE,2002-04-15,2002,4,7.786666666666666,METEOFRANCE,42.8,1.968,980,6.55,108.0,1214,-234,0.8660254037844387,-0.4999999999999998
BELCAIRE,2002-05-15,2002,5,10.016129032258064,METEOFRANCE,42.8,1.968,980,9.05,137.0,1214,-234,0.49999999999999994,-0.8660254037844387
BELCAIRE,2002-06-15,2002,6,16.12666666666667,METEOFRANCE,42.8,1.968,980,14.75,96.0,1214,-234,1.2246467991473532e-16,-1.0
BELCAIRE,2002-07-15,2002,7,15.419354838709678,METEOFRANCE,42.8,1.968,980,14.75,149.0,1214,-234,-0.4999999999999997,-0.8660254037844388
BELCAIRE,2002-08-15,2002,8,14.922580645161291,METEOFRANCE,42.8,1.968,980,14.15,104.0,1214,-234,-0.8660254037844384,-0.5000000000000004
BELCAIRE,2002-09-15,2002,9,12.656666666666666,METEOFRANCE,42.8,1.968,980,11.75,59.0,1214,-234,-1.0,-1.8369701987210297e-16
BELCAIRE,2002-10-15,2002,10,10.680645161290323,METEOFRANCE,42.8,1.968,980,9.55,99.0,1214,-234,-0.8660254037844386,0.5000000000000001
BELCAIRE,2002-11-15,2002,11,6.55,METEOFRANCE,42.8,1.968,980,4.75,126.0,1214,-234,-0.5000000000000004,0.8660254037844384
BELCAIRE,2002-12-15,2002,12,6.080952380952381,METEOFRANCE,42.8,1.968,980,2.65,124.0,1214,-234,-2.4492935982947064e-16,1.0
BELCAIRE,2003-01-15,2003,1,1.441935483870968,METEOFRANCE,42.8,1.968,980,-1.15,121.0,1214,-234,0.49999999999999994,0.8660254037844387
BELCAIRE,2003-02-15,2003,2,0.4607142857142857,METEOFRANCE,42.8,1.968,980,-1.05,127.0,1214,-234,0.8660254037844386,0.5000000000000001
BELCAIRE,2003-03-15,2003,3,7.187096774193549,METEOFRANCE,42.8,1.968,980,5.95,61.0,1214,-234,1.0,6.123233995736766e-17
BELCAIRE,2003-04-15,2003,4,8.49,METEOFRANCE,42.8,1.968,980,7.35,83.0,1214,-234,0.8660254037844387,-0.4999999999999998
BELCAIRE,2003-05-15,2003,5,11.448387096774193,METEOFRANCE,42.8,1.968,980,10.85,162.0,1214,-234,0.49999999999999994,-0.8660254037844387
BELCAIRE,2003-06-15,2003,6,19.146666666666665,METEOFRANCE,42.8,1.968,980,17.65,53.0,1214,-234,1.2246467991473532e-16,-1.0
BELCAIRE,2003-07-15,2003,7,18.34193548387097,METEOFRANCE,42.8,1.968,980,17.05,27.0,1214,-234,-0.4999999999999997,-0.8660254037844388
BELCAIRE,2003-08-15,2003,8,20.71818181818182,METEOFRANCE,42.8,1.968,980,18.65,56.0,1214,-234,-0.8660254037844384,-0.5000000000000004
BELCAIRE,2003-09-15,2003,9,14.133333333333333,METEOFRANCE,42.8,1.968,980,13.05,129.0,1214,-234,-1.0,-1.8369701987210297e-16
BELCAIRE,2003-10-15,2003,10,8.432258064516128,METEOFRANCE,42.8,1.968,980,7.85,87.0,1214,-234,-0.8660254037844386,0.5000000000000001
BELCAIRE,2003-11-15,2003,11,6.966666666666667,METEOFRANCE,42.8,1.968,980,5.95,47.0,1214,-234,-0.5000000000000004,0.8660254037844384
BELCAIRE,2003-12-15,2003,12,2.92258064516129,METEOFRANCE,42.8,1.968,980,0.55,191.0,1214,-234,-2.4492935982947064e-16,1.0
BELCAIRE,2004-01-15,2004,1,3.667741935483871,METEOFRANCE,42.8,1.968,980,0.85,189.0,1214,-234,0.49999999999999994,0.8660254037844387
BELCAIRE,2004-02-15,2004,2,2.975862068965517,METEOFRANCE,42.8,1.968,980,1.15,32.0,1214,-234,0.8660254037844386,0.5000000000000001
BELCAIRE,2004-03-15,2004,3,3.948387096774194,METEOFRANCE,42.8,1.968,980,2.95,75.0,1214,-234,1.0,6.123233995736766e-17
BELCAIRE,2004-04-15,2004,4,6.046666666666667,METEOFRANCE,42.8,1.968,980,5.35,177.0,1214,-234,0.8660254037844387,-0.4999999999999998
BELCAIRE,2004-05-15,2004,5,11.379166666666668,METEOFRANCE,42.8,1.968,980,9.05,159.0,1214,-234,0.49999999999999994,-0.8660254037844387
BELCAIRE,2004-06-15,2004,6,16.29,METEOFRANCE,42.8,1.968,980,15.05,31.0,1214,-234,1.2246467991473532e-16,-1.0
BELCAIRE,2004-07-15,2004,7,16.822580645161292,METEOFRANCE,42.8,1.968,980,15.95,23.0,1214,-234,-0.4999999999999997,-0.8660254037844388
BELCAIRE,2004-08-15,2004,8,17.88064516129032,METEOFRANCE,42.8,1.968,980,16.65,59.0,1214,-234,-0.8660254037844384,-0.5000000000000004
BELCAIRE,2004-09-15,2004,9,14.98,METEOFRANCE,42.8,1.968,980,13.95,47.0,1214,-234,-1.0,-1.8369701987210297e-16
BELCAIRE,2004-10-15,2004,10,11.796774193548387,METEOFRANCE,42.8,1.968,980,10.35,96.0,1214,-234,-0.8660254037844386,0.5000000000000001
BELCAIRE,2004-11-15,2004,11,4.1,METEOFRANCE,42.8,1.968,980,2.65,109.0,1214,-234,-0.5000000000000004,0.8660254037844384
BELCAIRE,2004-12-15,2004,12,2.793548387096774,METEOFRANCE,42.8,1.968,980,1.35,151.0,1214,-234,-2.4492935982947064e-16,1.0
BELCAIRE,2005-01-15,2005,1,1.8193548387096772,METEOFRANCE,42.8,1.968,980,-0.55,98.0,1214,-234,0.49999999999999994,0.8660254037844387
BELCAIRE,2005-02-15,2005,2,-1.75,METEOFRANCE,42.8,1.968,980,-3.65,90.0,1214,-234,0.8660254037844386,0.5000000000000001
BELCAIRE,2005-03-15,2005,3,3.85483870967742,METEOFRANCE,42.8,1.968,980,2.25,57.0,1214,-234,1.0,6.123233995736766e-17
BELCAIRE,2005-04-15,2005,4,7.426666666666667,METEOFRANCE,42.8,1.968,980,6.45,83.0,1214,-234,0.8660254037844387,-0.4999999999999998
BELCAIRE,2005-05-15,2005,5,12.30967741935484,METEOFRANCE,42.8,1.968,980,11.25,121.0,1214,-234,0.49999999999999994,-0.8660254037844387
BELCAIRE,2005-06-15,2005,6,17.266666666666666,METEOFRANCE,42.8,1.968,980,15.65,61.0,1214,-234,1.2246467991473532e-16,-1.0
BELCAIRE,2005-07-15,2005,7,17.532258064516128,METEOFRANCE,42.8,1.968,980,16.35,36.0,1214,-234,-0.4999999999999997,-0.8660254037844388
BELCAIRE,2005-08-15,2005,8,16.026666666666667,METEOFRANCE,42.8,1.968,980,14.75,95.0,1214,-234,-0.8660254037844384,-0.5000000000000004
BELCAIRE,2005-09-15,2005,9,13.656666666666666,METEOFRANCE,42.8,1.968,980,12.55,118.0,1214,-234,-1.0,-1.8369701987210297e-16
BELCAIRE,2005-10-15,2005,10,11.3,METEOFRANCE,42.8,1.968,980,10.95,83.0,1214,-234,-0.8660254037844386,0.5000000000000001
BELCAIRE,2005-11-15,2005,11,4.609999999999999,METEOFRANCE,42.8,1.968,980,3.05,98.0,1214,-234,-0.5000000000000004,0.8660254037844384
BELCAIRE,2005-12-15,2005,12,0.7225806451612904,METEOFRANCE,42.8,1.968,980,-1.35,61.0,1214,-234,-2.4492935982947064e-16,1.0
BELCAIRE,2006-01-15,2006,1,0.8032258064516129,METEOFRANCE,42.8,1.968,980,-0.25,111.0,1214,-234,0.49999999999999994,0.8660254037844387
BELCAIRE,2006-02-15,2006,2,1.6714285714285713,METEOFRANCE,42.8,1.968,980,0.45,17.0,1214,-234,0.8660254037844386,0.5000000000000001
BELCAIRE,2006-03-15,2006,3,6.458064516129032,METEOFRANCE,42.8,1.968,980,4.85,142.0,1214,-234,1.0,6.123233995736766e-17
BELCAIRE,2006-04-15,2006,4,8.47,METEOFRANCE,42.8,1.968,980,7.35,45.0,1214,-234,0.8660254037844387,-0.4999999999999998
BELCAIRE,2006-05-15,2006,5,12.029032258064516,METEOFRANCE,42.8,1.968,980,11.45,45.0,1214,-234,0.49999999999999994,-0.8660254037844387
BELCAIRE,2006-06-15,2006,6,15.993333333333334,METEOFRANCE,42.8,1.968,980,15.15,87.0,1214,-234,1.2246467991473532e-16,-1.0
BELCAIRE,2006-07-15,2006,7,19.98064516129032,METEOFRANCE,42.8,1.968,980,18.45,30.0,1214,-234,-0.4999999999999997,-0.8660254037844388
BELCAIRE,2006-08-15,2006,8,15.28064516129032,METEOFRANCE,42.8,1.968,980,14.05,80.0,1214,-234,-0.8660254037844384,-0.5000000000000004
BELCAIRE,2006-09-15,2006,9,16.013333333333332,METEOFRANCE,42.8,1.968,980,14.65,85.0,1214,-234,-1.0,-1.8369701987210297e-16
BELCAIRE,2006-10-15,2006,10,13.048387096774194,METEOFRANCE,42.8,1.968,980,12.25,68.0,1214,-234,-0.8660254037844386,0.5000000000000001
BELCAIRE,2006-11-15,2006,11,8.186666666666666,METEOFRANCE,42.8,1.968,980,6.85,42.0,1214,-234,-0.5000000000000004,0.8660254037844384
BELCAIRE,2006-12-15,2006,12,3.683870967741936,METEOFRANCE,42.8,1.968,980,1.15,32.0,1214,-234,-2.4492935982947064e-16,1.0
BELCAIRE,2007-01-15,2007,1,4.383870967741935,METEOFRANCE,42.8,1.968,980,2.95,17.0,1214,-234,0.49999999999999994,0.8660254037844387
BELCAIRE,2007-02-15,2007,2,5.103571428571429,METEOFRANCE,42.8,1.968,980,3.45,94.0,1214,-234,0.8660254037844386,0.5000000000000001
BELCAIRE,2007-03-15,2007,3,4.193548387096774,METEOFRANCE,42.8,1.968,980,2.95,104.0,1214,-234,1.0,6.123233995736766e-17
BELCAIRE,2007-04-15,2007,4,9.75,METEOFRANCE,42.8,1.968,980,8.45,121.0,1214,-234,0.8660254037844387,-0.4999999999999998
BELCAIRE,2007-05-15,2007,5,11.53225806451613,METEOFRANCE,42.8,1.968,980,10.45,176.0,1214,-234,0.49999999999999994,-0.8660254037844387
BELCAIRE,2007-06-15,2007,6,14.523333333333332,METEOFRANCE,42.8,1.968,980,13.85,50.0,1214,-234,1.2246467991473532e-16,-1.0
BELCAIRE,2007-07-15,2007,7,16.10322580645161,METEOFRANCE,42.8,1.968,980,15.45,45.0,1214,-234,-0.4999999999999997,-0.8660254037844388
BELCAIRE,2007-08-15,2007,8,15.974193548387095,METEOFRANCE,42.8,1.968,980,14.85,81.0,1214,-234,-0.8660254037844384,-0.5000000000000004
BELCAIRE,2007-09-15,2007,9,13.223333333333333,METEOFRANCE,42.8,1.968,980,11.85,46.0,1214,-234,-1.0,-1.8369701987210297e-16
BELCAIRE,2007-10-15,2007,10,9.432258064516128,METEOFRANCE,42.8,1.968,980,8.55,89.0,1214,-234,-0.8660254037844386,0.5000000000000001
BELCAIRE,2007-11-15,2007,11,4.096666666666667,METEOFRANCE,42.8,1.968,980,3.05,9.0,1214,-234,-0.5000000000000004,0.8660254037844384
BELCAIRE,2007-12-15,2007,12,2.683870967741936,METEOFRANCE,42.8,1.968,980,1.05,92.0,1214,-234,-2.4492935982947064e-16,1.0
BELCAIRE,2008-01-15,2008,1,4.932258064516129,METEOFRANCE,42.8,1.968,980,3.15,70.0,1214,-234,0.49999999999999994,0.8660254037844387
BELCAIRE,2008-02-15,2008,2,4.6482758620689655,METEOFRANCE,42.8,1.968,980,3.95,19.0,1214,-234,0.8660254037844386,0.5000000000000001
BELCAIRE,2008-03-15,2008,3,4.506451612903225,METEOFRANCE,42.8,1.968,980,3.05,142.0,1214,-234,1.0,6.123233995736766e-17
BELCAIRE,2008-04-15,2008,4,7.576666666666667,METEOFRANCE,42.8,1.968,980,6.35,67.0,1214,-234,0.8660254037844387,-0.4999999999999998
BELCAIRE,2008-05-15,2008,5,11.312903225806451,METEOFRANCE,42.8,1.968,980,10.45,127.0,1214,-234,0.49999999999999994,-0.8660254037844387
BELCAIRE,2008-06-15,2008,6,14.216666666666669,METEOFRANCE,42.8,1.968,980,13.35,101.0,1214,-234,1.2246467991473532e-16,-1.0
BELCAIRE,2008-07-15,2008,7,16.651612903225807,METEOFRANCE,42.8,1.968,980,15.55,57.0,1214,-234,-0.4999999999999997,-0.8660254037844388
BELCAIRE,2008-08-15,2008,8,16.44516129032258,METEOFRANCE,42.8,1.968,980,15.45,50.0,1214,-234,-0.8660254037844384,-0.5000000000000004
BELCAIRE,2008-09-15,2008,9,13.23,METEOFRANCE,42.8,1.968,980,11.75,64.0,1214,-234,-1.0,-1.8369701987210297e-16
BELCAIRE,2008-10-15,2008,10,9.63225806451613,METEOFRANCE,42.8,1.968,980,8.35,71.0,1214,-234,-0.8660254037844386,0.5000000000000001
BELCAIRE,2008-11-15,2008,11,3.94,METEOFRANCE,42.8,1.968,980,2.75,132.0,1214,-234,-0.5000000000000004,0.8660254037844384
BELCAIRE,2008-12-15,2008,12,2.1225806451612903,METEOFRANCE,42.8,1.968,980,0.35,104.0,1214,-234,-2.4492935982947064e-16,1.0
BELCAIRE,2009-01-15,2009,1,1.1419354838709677,METEOFRANCE,42.8,1.968,980,-0.25,121.0,1214,-234,0.49999999999999994,0.8660254037844387
BELCAIRE,2009-02-15,2009,2,2.382142857142857,METEOFRANCE,42.8,1.968,980,1.05,66.0,1214,-234,0.8660254037844386,0.5000000000000001
BELCAIRE,2009-03-15,2009,3,5.380645161290323,METEOFRANCE,42.8,1.968,980,3.85,54.0,1214,-234,1.0,6.123233995736766e-17
BELCAIRE,2009-04-15,2009,4,6.42,METEOFRANCE,42.8,1.968,980,5.45,227.0,1214,-234,0.8660254037844387,-0.4999999999999998
BELCAIRE,2009-05-15,2009,5,13.303225806451612,METEOFRANCE,42.8,1.968,980,12.15,57.0,1214,-234,0.49999999999999994,-0.8660254037844387
BELCAIRE,2009-06-15,2009,6,15.753333333333334,METEOFRANCE,42.8,1.968,980,14.35,58.0,1214,-234,1.2246467991473532e-16,-1.0
BELCAIRE,2009-07-15,2009,7,17.48709677419355,METEOFRANCE,42.8,1.968,980,16.45,52.0,1214,-234,-0.4999999999999997,-0.8660254037844388
BELCAIRE,2009-08-15,2009,8,18.6,METEOFRANCE,42.8,1.968,980,17.15,54.0,1214,-234,-0.8660254037844384,-0.5000000000000004
BELCAIRE,2009-09-15,2009,9,14.303333333333336,METEOFRANCE,42.8,1.968,980,12.65,44.0,1214,-234,-1.0,-1.8369701987210297e-16
BELCAIRE,2009-10-15,2009,10,11.612903225806452,METEOFRANCE,42.8,1.968,980,9.75,42.0,1214,-234,-0.8660254037844386,0.5000000000000001
BELCAIRE,2009-11-15,2009,11,7.478571428571429,METEOFRANCE,42.8,1.968,980,6.05,121.0,1214,-234,-0.5000000000000004,0.8660254037844384
BELCAIRE,2009-12-15,2009,12,2.86,METEOFRANCE,42.8,1.968,980,1.35,74.0,1214,-234,-2.4492935982947064e-16,1.0
BELCAIRE,2010-01-15,2010,1,0.7959999999999999,METEOFRANCE,42.8,1.968,980,-1.15,109.0,1214,-234,0.49999999999999994,0.8660254037844387
BELCAIRE,2010-02-15,2010,2,0.625,METEOFRANCE,42.8,1.968,980,-0.05,68.0,1214,-234,0.8660254037844386,0.5000000000000001
BELCAIRE,2010-03-15,2010,3,3.7483870967741937,METEOFRANCE,42.8,1.968,980,2.55,105.0,1214,-234,1.0,6.123233995736766e-17
BELCAIRE,2010-04-15,2010,4,8.673333333333334,METEOFRANCE,42.8,1.968,980,7.45,63.0,1214,-234,0.8660254037844387,-0.4999999999999998
BELCAIRE,2010-05-15,2010,5,9.538709677419355,METEOFRANCE,42.8,1.968,980,8.35,169.0,1214,-234,0.49999999999999994,-0.8660254037844387
BELCAIRE,2010-06-15,2010,6,14.166666666666666,METEOFRANCE,42.8,1.968,980,13.05,112.0,1214,-234,1.2246467991473532e-16,-1.0
BELCAIRE,2010-07-15,2010,7,18.10322580645161,METEOFRANCE,42.8,1.968,980,17.15,64.0,1214,-234,-0.4999999999999997,-0.8660254037844388
BELCAIRE,2010-08-15,2010,8,16.796774193548387,METEOFRANCE,42.8,1.968,980,15.35,56.0,1214,-234,-0.8660254037844384,-0.5000000000000004
BELCAIRE,2010-09-15,2010,9,13.506666666666666,METEOFRANCE,42.8,1.968,980,12.15,61.0,1214,-234,-1.0,-1.8369701987210297e-16
BELCAIRE,2010-10-15,2010,10,8.980645161290322,METEOFRANCE,42.8,1.968,980,8.45,176.0,1214,-234,-0.8660254037844386,0.5000000000000001
BELCAIRE,2010-11-15,2010,11,4.67,METEOFRANCE,42.8,1.968,980,3.05,82.0,1214,-234,-0.5000000000000004,0.8660254037844384
BELCAIRE,2010-12-15,2010,12,1.815384615384616,METEOFRANCE,42.8,1.968,980,0.35,23.0,1214,-234,-2.4492935982947064e-16,1.0
BELCAIRE,2011-01-15,2011,1,1.6129032258064515,METEOFRANCE,42.8,1.968,980,0.75,39.0,1214,-234,0.49999999999999994,0.8660254037844387
BELCAIRE,2011-02-15,2011,2,4.582142857142857,METEOFRANCE,42.8,1.968,980,2.45,78.0,1214,-234,0.8660254037844386,0.5000000000000001
BELCAIRE,2011-03-15,2011,3,5.125806451612903,METEOFRANCE,42.8,1.968,980,4.55,112.0,1214,-234,1.0,6.123233995736766e-17
BELCAIRE,2011-04-15,2011,4,10.386666666666668,METEOFRANCE,42.8,1.968,980,9.75,45.0,1214,-234,0.8660254037844387,-0.4999999999999998
BELCAIRE,2011-05-15,2011,5,12.948387096774193,METEOFRANCE,42.8,1.968,980,11.85,75.0,1214,-234,0.49999999999999994,-0.8660254037844387
BELCAIRE,2011-06-15,2011,6,13.723333333333333,METEOFRANCE,42.8,1.968,980,12.95,118.0,1214,-234,1.2246467991473532e-16,-1.0
BELCAIRE,2011-07-15,2011,7,14.812903225806451,METEOFRANCE,42.8,1.968,980,14.25,97.0,1214,-234,-0.4999999999999997,-0.8660254037844388
BELCAIRE,2011-08-15,2011,8,17.44516129032258,METEOFRANCE,42.8,1.968,980,16.85,67.0,1214,-234,-0.8660254037844384,-0.5000000000000004
BELCAIRE,2011-09-15,2011,9,15.466666666666669,METEOFRANCE,42.8,1.968,980,14.65,97.0,1214,-234,-1.0,-1.8369701987210297e-16
BELCAIRE,2011-10-15,2011,10,10.606451612903228,METEOFRANCE,42.8,1.968,980,9.65,43.0,1214,-234,-0.8660254037844386,0.5000000000000001
BELCAIRE,2011-11-15,2011,11,7.306666666666667,METEOFRANCE,42.8,1.968,980,7.25,124.0,1214,-234,-0.5000000000000004,0.8660254037844384
BELCAIRE,2011-12-15,2011,12,4.706451612903226,METEOFRANCE,42.8,1.968,980,2.95,104.0,1214,-234,-2.4492935982947064e-16,1.0
BELCAIRE,2012-01-15,2012,1,3.231034482758621,METEOFRANCE,42.8,1.968,980,1.55,43.0,1214,-234,0.49999999999999994,0.8660254037844387
BELCAIRE,2012-02-15,2012,2,-2.770833333333333,METEOFRANCE,42.8,1.968,980,-3.75,41.0,1214,-234,0.8660254037844386,0.5000000000000001
BELCAIRE,2012-03-15,2012,3,6.882758620689655,METEOFRANCE,42.8,1.968,980,4.95,66.0,1214,-234,1.0,6.123233995736766e-17
BELCAIRE,2012-04-15,2012,4,6.4,METEOFRANCE,42.8,1.968,980,5.35,169.0,1214,-234,0.8660254037844387,-0.4999999999999998
BELCAIRE,2012-05-15,2012,5,12.251612903225809,METEOFRANCE,42.8,1.968,980,11.25,104.0,1214,-234,0.49999999999999994,-0.8660254037844387
BELCAIRE,2012-06-15,2012,6,15.92,METEOFRANCE,42.8,1.968,980,15.35,56.0,1214,-234,1.2246467991473532e-16,-1.0
BELCAIRE,2012-07-15,2012,7,15.803225806451612,METEOFRANCE,42.8,1.968,980,15.15,45.0,1214,-234,-0.4999999999999997,-0.8660254037844388
BELCAIRE,2012-08-15,2012,8,18.96451612903226,METEOFRANCE,42.8,1.968,980,17.75,43.0,1214,-234,-0.8660254037844384,-0.5000000000000004
BELCAIRE,2012-09-15,2012,9,13.67,METEOFRANCE,42.8,1.968,980,12.95,99.0,1214,-234,-1.0,-1.8369701987210297e-16
BELCAIRE,2012-10-15,2012,10,10.735483870967744,METEOFRANCE,42.8,1.968,980,9.95,102.0,1214,-234,-0.8660254037844386,0.5000000000000001
BELCAIRE,2012-11-15,2012,11,5.336666666666667,METEOFRANCE,42.8,1.968,980,4.95,83.0,1214,-234,-0.5000000000000004,0.8660254037844384
BELCAIRE,2012-12-15,2012,12,3.548387096774193,METEOFRANCE,42.8,1.968,980,2.15,99.0,1214,-234,-2.4492935982947064e-16,1.0
BELCAIRE,2013-01-15,2013,1,3.509677419354839,METEOFRANCE,42.8,1.968,980,0.85,164.0,1214,-234,0.49999999999999994,0.8660254037844387
BELCAIRE,2013-02-15,2013,2,0.2785714285714286,METEOFRANCE,42.8,1.968,980,-1.35,137.0,1214,-234,0.8660254037844386,0.5000000000000001
BELCAIRE,2013-03-15,2013,3,4.532258064516129,METEOFRANCE,42.8,1.968,980,3.45,102.0,1214,-234,1.0,6.123233995736766e-17
BELCAIRE,2013-04-15,2013,4,7.083333333333333,METEOFRANCE,42.8,1.968,980,6.05,102.0,1214,-234,0.8660254037844387,-0.4999999999999998
BELCAIRE,2013-05-15,2013,5,7.970967741935484,METEOFRANCE,42.8,1.968,980,7.05,180.0,1214,-234,0.49999999999999994,-0.8660254037844387
BELCAIRE,2013-06-15,2013,6,13.36,METEOFRANCE,42.8,1.968,980,12.45,65.0,1214,-234,1.2246467991473532e-16,-1.0
BELCAIRE,2013-07-15,2013,7,19.148387096774197,METEOFRANCE,42.8,1.968,980,17.25,125.0,1214,-234,-0.4999999999999997,-0.8660254037844388
BELCAIRE,2013-08-15,2013,8,17.22258064516129,METEOFRANCE,42.8,1.968,980,16.05,53.0,1214,-234,-0.8660254037844384,-0.5000000000000004
BELCAIRE,2013-09-15,2013,9,14.83,METEOFRANCE,42.8,1.968,980,13.35,81.0,1214,-234,-1.0,-1.8369701987210297e-16
BELCAIRE,2013-10-15,2013,10,11.832258064516129,METEOFRANCE,42.8,1.968,980,11.35,45.0,1214,-234,-0.8660254037844386,0.5000000000000001
BELCAIRE,2013-11-15,2013,11,4.263333333333333,METEOFRANCE,42.8,1.968,980,2.45,326.0,1214,-234,-0.5000000000000004,0.8660254037844384
BELCAIRE,2013-12-15,2013,12,2.6258064516129034,METEOFRANCE,42.8,1.968,980,1.65,44.0,1214,-234,-2.4492935982947064e-16,1.0
BELCAIRE,2014-01-15,2014,1,3.7838709677419353,METEOFRANCE,42.8,1.968,980,2.95,163.0,1214,-234,0.49999999999999994,0.8660254037844387
BELCAIRE,2014-02-15,2014,2,3.582142857142857,METEOFRANCE,42.8,1.968,980,2.05,111.0,1214,-234,0.8660254037844386,0.5000000000000001
BELCAIRE,2014-03-15,2014,3,5.774193548387097,METEOFRANCE,42.8,1.968,980,4.35,76.0,1214,-234,1.0,6.123233995736766e-17
BELCAIRE,2014-04-15,2014,4,9.666666666666666,METEOFRANCE,42.8,1.968,980,8.55,112.0,1214,-234,0.8660254037844387,-0.4999999999999998
BELCAIRE,2014-05-15,2014,5,9.890322580645162,METEOFRANCE,42.8,1.968,980,9.15,102.0,1214,-234,0.49999999999999994,-0.8660254037844387
BELCAIRE,2014-06-15,2014,6,15.526666666666667,METEOFRANCE,42.8,1.968,980,14.65,110.0,1214,-234,1.2246467991473532e-16,-1.0
BELCAIRE,2014-07-15,2014,7,16.116129032258065,METEOFRANCE,42.8,1.968,980,15.05,150.0,1214,-234,-0.4999999999999997,-0.8660254037844388
BELCAIRE,2014-08-15,2014,8,15.27741935483871,METEOFRANCE,42.8,1.968,980,15.15,105.0,1214,-234,-0.8660254037844384,-0.5000000000000004
